,,Starting_Time,Min_ConfInt,Max_ConfInt,Forecast,Real
04/01/2018,08:00,0100,799.70,1101.11,950.41,497.44
04/01/2018,09:00,0100,641.85,946.18,794.01,789.90
04/01/2018,10:00,0100,651.24,958.49,804.87,932.88
04/01/2018,11:00,0100,641.52,951.68,796.60,879.46
04/01/2018,12:00,0100,488.21,801.29,644.75,802.18
04/01/2018,13:00,0100,338.38,654.38,496.38,769.36
04/01/2018,14:00,0100,279.27,598.19,438.73,816.03
04/01/2018,15:00,0100,209.29,531.12,370.20,833.59
04/01/2018,16:00,0100,162.05,486.80,324.43,839.26
04/01/2018,17:00,0100,126.45,454.11,290.28,772.17
04/01/2018,18:00,0100,82.99,413.57,248.28,645.72
04/01/2018,19:00,0100,61.81,395.30,228.56,787.83
04/01/2018,20:00,0100,292.06,628.47,460.27,995.31
04/01/2018,21:00,0100,502.09,841.42,671.76,1144.50
04/01/2018,22:00,0100,677.73,1019.97,848.85,1222.55
04/01/2018,23:00,0100,786.55,1131.72,959.13,1225.80
05/01/2018,00:00,0100,888.35,1156.00,1062.39,1213.00
05/01/2018,01:00,0100,898.73,1156.00,1074.23,1173.61
05/01/2018,02:00,0100,893.22,1156.00,1070.18,1089.67
05/01/2018,03:00,0100,890.67,1156.00,1069.08,1081.24
05/01/2018,04:00,0100,887.20,1156.00,1067.08,1062.70
05/01/2018,05:00,0100,878.76,1156.00,1060.09,948.59
05/01/2018,06:00,0100,839.58,1156.00,1022.37,679.64
05/01/2018,07:00,0100,802.73,1156.00,986.98,481.43
05/01/2018,08:00,0100,634.47,1005.88,820.18,739.91
05/01/2018,09:00,0100,493.34,867.67,680.50,988.66
05/01/2018,10:00,0100,447.92,825.16,636.54,1014.69
05/01/2018,11:00,0100,403.16,783.32,593.24,961.38
05/01/2018,12:00,0100,365.39,748.47,556.93,845.65
05/01/2018,13:00,0100,498.09,884.08,691.09,793.72
05/01/2018,14:00,0100,416.35,805.27,610.81,656.20
05/01/2018,15:00,0100,392.58,784.41,588.49,633.63
05/01/2018,16:00,0100,413.81,808.56,611.19,654.17
05/01/2018,17:00,0100,597.37,995.04,796.21,565.26
05/01/2018,18:00,0100,662.87,1063.45,863.16,628.59
05/01/2018,19:00,0100,645.45,1048.94,847.19,552.23
05/01/2018,20:00,0100,578.13,984.54,781.34,531.02
05/01/2018,21:00,0100,591.20,1000.53,795.86,478.69
05/01/2018,22:00,0100,504.85,917.10,710.97,394.57
05/01/2018,23:00,0100,509.63,924.79,717.21,331.94
06/01/2018,00:00,0100,422.19,840.27,631.23,384.34
03/01/2018,01:00,0700,339.92,550.92,445.42,439.82
03/01/2018,02:00,0700,422.57,636.49,529.53,311.33
03/01/2018,03:00,0700,516.98,733.81,625.40,239.23
03/01/2018,04:00,0700,611.43,831.18,721.30,259.21
03/01/2018,05:00,0700,512.40,735.06,623.73,266.20
03/01/2018,06:00,0700,315.35,540.93,428.14,191.46
03/01/2018,07:00,0700,212.22,440.71,326.47,155.72
03/01/2018,08:00,0700,180.21,411.62,295.92,212.63
03/01/2018,09:00,0700,61.91,296.24,179.08,313.08
03/01/2018,10:00,0700,45.39,282.64,164.01,481.60
03/01/2018,11:00,0700,71.59,311.75,191.67,583.47
03/01/2018,12:00,0700,141.30,384.38,262.84,635.32
03/01/2018,13:00,0700,189.04,435.04,312.04,480.51
03/01/2018,14:00,0700,244.25,493.17,368.71,454.42
03/01/2018,15:00,0700,249.18,501.01,375.10,496.75
03/01/2018,16:00,0700,170.05,424.79,297.42,561.90
03/01/2018,17:00,0700,56.35,314.01,185.18,590.00
03/01/2018,18:00,0700,7.10,267.68,137.39,494.32
03/01/2018,19:00,0700,49.40,312.90,181.15,540.80
03/01/2018,20:00,0700,6.97,273.38,140.17,756.63
03/01/2018,21:00,0700,56.04,325.37,190.71,786.08
03/01/2018,22:00,0700,153.40,425.65,289.53,780.99
03/01/2018,23:00,0700,330.32,605.49,467.90,804.51
04/01/2018,00:00,0700,456.53,734.61,595.57,795.41
04/01/2018,01:00,0700,527.88,808.88,668.38,735.56
04/01/2018,02:00,0700,569.46,853.38,711.42,594.20
04/01/2018,03:00,0700,621.26,908.09,764.67,494.78
04/01/2018,04:00,0700,674.04,963.79,818.92,507.27
04/01/2018,05:00,0700,701.31,993.97,847.64,551.40
04/01/2018,06:00,0700,686.61,982.19,834.40,489.18
04/01/2018,07:00,0700,697.66,996.16,846.91,336.27
04/01/2018,08:00,0700,799.70,1101.11,950.41,497.44
04/01/2018,09:00,0700,641.85,946.18,794.01,789.90
04/01/2018,10:00,0700,651.24,958.49,804.87,932.88
04/01/2018,11:00,0700,641.52,951.68,796.60,879.46
04/01/2018,12:00,0700,488.21,801.29,644.75,802.18
04/01/2018,13:00,0700,338.38,654.38,496.38,769.36
04/01/2018,14:00,0700,279.27,598.19,438.73,816.03
04/01/2018,15:00,0700,209.29,531.12,370.20,833.59
04/01/2018,16:00,0700,162.05,486.80,324.43,839.26
04/01/2018,17:00,0700,126.45,454.11,290.28,772.17
04/01/2018,18:00,0700,82.99,413.57,248.28,645.72
04/01/2018,19:00,0700,61.81,395.30,228.56,787.83
04/01/2018,20:00,0700,292.06,628.47,460.27,995.31
04/01/2018,21:00,0700,502.09,841.42,671.76,1144.50
04/01/2018,22:00,0700,677.73,1019.97,848.85,1222.55
04/01/2018,23:00,0700,786.55,1131.72,959.13,1225.80
05/01/2018,00:00,0700,888.35,1156.00,1062.39,1213.00
05/01/2018,01:00,0700,898.73,1156.00,1074.23,1173.61
05/01/2018,02:00,0700,893.22,1156.00,1070.18,1089.67
05/01/2018,03:00,0700,890.67,1156.00,1069.08,1081.24
05/01/2018,04:00,0700,887.20,1156.00,1067.08,1062.70
05/01/2018,05:00,0700,878.76,1156.00,1060.09,948.59
05/01/2018,06:00,0700,839.58,1156.00,1022.37,679.64
05/01/2018,07:00,0700,802.73,1156.00,986.98,481.43
05/01/2018,08:00,0700,634.47,1005.88,820.18,739.91
05/01/2018,09:00,0700,493.34,867.67,680.50,988.66
05/01/2018,10:00,0700,447.92,825.16,636.54,1014.69
05/01/2018,11:00,0700,403.16,783.32,593.24,961.38
05/01/2018,12:00,0700,365.39,748.47,556.93,845.65
05/01/2018,13:00,0700,498.09,884.08,691.09,793.72
05/01/2018,14:00,0700,416.35,805.27,610.81,656.20
05/01/2018,15:00,0700,392.58,784.41,588.49,633.63
05/01/2018,16:00,0700,413.81,808.56,611.19,654.17
05/01/2018,17:00,0700,597.37,995.04,796.21,565.26
05/01/2018,18:00,0700,662.87,1063.45,863.16,628.59
05/01/2018,19:00,0700,645.45,1048.94,847.19,552.23
05/01/2018,20:00,0700,578.13,984.54,781.34,531.02
05/01/2018,21:00,0700,591.20,1000.53,795.86,478.69
05/01/2018,22:00,0700,504.85,917.10,710.97,394.57
05/01/2018,23:00,0700,509.63,924.79,717.21,331.94
06/01/2018,00:00,0700,422.19,840.27,631.23,384.34
03/01/2018,01:00,1300,339.92,550.92,445.42,439.82
03/01/2018,02:00,1300,422.57,636.49,529.53,311.33
03/01/2018,03:00,1300,516.98,733.81,625.40,239.23
03/01/2018,04:00,1300,611.43,831.18,721.30,259.21
03/01/2018,05:00,1300,512.40,735.06,623.73,266.20
03/01/2018,06:00,1300,315.35,540.93,428.14,191.46
03/01/2018,07:00,1300,212.22,440.71,326.47,155.72
03/01/2018,08:00,1300,180.21,411.62,295.92,212.63
03/01/2018,09:00,1300,61.91,296.24,179.08,313.08
03/01/2018,10:00,1300,45.39,282.64,164.01,481.60
03/01/2018,11:00,1300,71.59,311.75,191.67,583.47
03/01/2018,12:00,1300,141.30,384.38,262.84,635.32
03/01/2018,13:00,1300,189.04,435.04,312.04,480.51
03/01/2018,14:00,1300,244.25,493.17,368.71,454.42
03/01/2018,15:00,1300,249.18,501.01,375.10,496.75
03/01/2018,16:00,1300,170.05,424.79,297.42,561.90
03/01/2018,17:00,1300,56.35,314.01,185.18,590.00
03/01/2018,18:00,1300,7.10,267.68,137.39,494.32
03/01/2018,19:00,1300,49.40,312.90,181.15,540.80
03/01/2018,20:00,1300,6.97,273.38,140.17,756.63
03/01/2018,21:00,1300,56.04,325.37,190.71,786.08
03/01/2018,22:00,1300,153.40,425.65,289.53,780.99
03/01/2018,23:00,1300,330.32,605.49,467.90,804.51
04/01/2018,00:00,1300,456.53,734.61,595.57,795.41
04/01/2018,01:00,1300,527.88,808.88,668.38,735.56
04/01/2018,02:00,1300,569.46,853.38,711.42,594.20
04/01/2018,03:00,1300,621.26,908.09,764.67,494.78
04/01/2018,04:00,1300,674.04,963.79,818.92,507.27
04/01/2018,05:00,1300,701.31,993.97,847.64,551.40
04/01/2018,06:00,1300,686.61,982.19,834.40,489.18
04/01/2018,07:00,1300,697.66,996.16,846.91,336.27
04/01/2018,08:00,1300,799.70,1101.11,950.41,497.44
04/01/2018,09:00,1300,641.85,946.18,794.01,789.90
04/01/2018,10:00,1300,651.24,958.49,804.87,932.88
04/01/2018,11:00,1300,641.52,951.68,796.60,879.46
04/01/2018,12:00,1300,488.21,801.29,644.75,802.18
04/01/2018,13:00,1300,338.38,654.38,496.38,769.36
04/01/2018,14:00,1300,279.27,598.19,438.73,816.03
04/01/2018,15:00,1300,209.29,531.12,370.20,833.59
04/01/2018,16:00,1300,162.05,486.80,324.43,839.26
04/01/2018,17:00,1300,126.45,454.11,290.28,772.17
04/01/2018,18:00,1300,82.99,413.57,248.28,645.72
04/01/2018,19:00,1300,61.81,395.30,228.56,787.83
04/01/2018,20:00,1300,292.06,628.47,460.27,995.31
04/01/2018,21:00,1300,502.09,841.42,671.76,1144.50
04/01/2018,22:00,1300,677.73,1019.97,848.85,1222.55
04/01/2018,23:00,1300,786.55,1131.72,959.13,1225.80
05/01/2018,00:00,1300,888.35,1156.00,1062.39,1213.00
05/01/2018,01:00,1300,898.73,1156.00,1074.23,1173.61
05/01/2018,02:00,1300,893.22,1156.00,1070.18,1089.67
05/01/2018,03:00,1300,890.67,1156.00,1069.08,1081.24
05/01/2018,04:00,1300,887.20,1156.00,1067.08,1062.70
05/01/2018,05:00,1300,878.76,1156.00,1060.09,948.59
05/01/2018,06:00,1300,839.58,1156.00,1022.37,679.64
05/01/2018,07:00,1300,802.73,1156.00,986.98,481.43
05/01/2018,08:00,1300,634.47,1005.88,820.18,739.91
05/01/2018,09:00,1300,493.34,867.67,680.50,988.66
05/01/2018,10:00,1300,447.92,825.16,636.54,1014.69
05/01/2018,11:00,1300,403.16,783.32,593.24,961.38
05/01/2018,12:00,1300,365.39,748.47,556.93,845.65
05/01/2018,13:00,1300,498.09,884.08,691.09,793.72
05/01/2018,14:00,1300,416.35,805.27,610.81,656.20
05/01/2018,15:00,1300,392.58,784.41,588.49,633.63
05/01/2018,16:00,1300,413.81,808.56,611.19,654.17
05/01/2018,17:00,1300,597.37,995.04,796.21,565.26
05/01/2018,18:00,1300,662.87,1063.45,863.16,628.59
05/01/2018,19:00,1300,645.45,1048.94,847.19,552.23
05/01/2018,20:00,1300,578.13,984.54,781.34,531.02
05/01/2018,21:00,1300,591.20,1000.53,795.86,478.69
05/01/2018,22:00,1300,504.85,917.10,710.97,394.57
05/01/2018,23:00,1300,509.63,924.79,717.21,331.94
06/01/2018,00:00,1300,422.19,840.27,631.23,384.34
04/01/2018,01:00,0100,447.76,658.76,553.26,735.56
04/01/2018,02:00,0100,459.13,673.05,566.09,594.20
04/01/2018,03:00,0100,462.58,679.41,570.99,494.78
04/01/2018,04:00,0100,490.51,710.26,600.39,507.27
04/01/2018,05:00,0100,457.18,679.85,568.52,551.40
04/01/2018,06:00,0100,372.90,598.48,485.69,489.18
04/01/2018,07:00,0100,348.27,576.77,462.52,336.27
04/01/2018,08:00,0100,578.13,809.54,693.84,497.44
04/01/2018,09:00,0100,402.20,636.53,519.36,789.90
04/01/2018,10:00,0100,388.95,626.20,507.58,932.88
04/01/2018,11:00,0100,374.32,614.48,494.40,879.46
04/01/2018,12:00,0100,255.28,498.36,376.82,802.18
04/01/2018,13:00,0100,138.74,384.73,261.74,769.36
04/01/2018,14:00,0100,80.42,329.33,204.88,816.03
04/01/2018,15:00,0100,71.09,322.92,197.00,833.59
04/01/2018,16:00,0100,51.29,306.04,178.66,839.26
04/01/2018,17:00,0100,46.06,303.72,174.89,772.17
04/01/2018,18:00,0100,39.14,299.72,169.43,645.72
04/01/2018,19:00,0100,39.04,302.53,170.79,787.83
04/01/2018,20:00,0100,115.66,382.07,248.87,995.31
04/01/2018,21:00,0100,317.20,586.53,451.87,1144.50
04/01/2018,22:00,0100,625.88,898.13,762.01,1222.55
04/01/2018,23:00,0100,825.72,1100.89,963.31,1225.80
05/01/2018,00:00,0100,902.31,1156.00,1041.35,1213.00
05/01/2018,01:00,0100,940.79,1156.00,1081.29,1173.61
05/01/2018,02:00,0100,931.11,1156.00,1073.07,1089.67
05/01/2018,03:00,0100,929.95,1156.00,1073.36,1081.24
05/01/2018,04:00,0100,907.75,1156.00,1052.62,1062.70
05/01/2018,05:00,0100,867.77,1156.00,1014.10,948.59
05/01/2018,06:00,0100,827.59,1123.17,975.38,679.64
05/01/2018,07:00,0100,801.72,1100.22,950.97,481.43
05/01/2018,08:00,0100,531.68,833.09,682.39,739.91
05/01/2018,09:00,0100,398.74,703.07,550.91,988.66
05/01/2018,10:00,0100,338.08,645.33,491.71,1014.69
05/01/2018,11:00,0100,412.34,722.50,567.42,961.38
05/01/2018,12:00,0100,523.60,836.68,680.14,845.65
05/01/2018,13:00,0100,553.53,869.53,711.53,793.72
05/01/2018,14:00,0100,474.42,793.33,633.87,656.20
05/01/2018,15:00,0100,395.51,717.34,556.43,633.63
05/01/2018,16:00,0100,349.39,674.13,511.76,654.17
05/01/2018,17:00,0100,448.96,776.62,612.79,565.26
05/01/2018,18:00,0100,492.76,823.34,658.05,628.59
05/01/2018,19:00,0100,527.47,860.97,694.22,552.23
05/01/2018,20:00,0100,496.75,833.16,664.95,531.02
05/01/2018,21:00,0100,479.61,818.94,649.27,478.69
05/01/2018,22:00,0100,419.19,761.44,590.32,394.57
05/01/2018,23:00,0100,534.80,879.96,707.38,331.94
06/01/2018,00:00,0100,494.04,842.12,668.08,384.34
06/01/2018,01:00,0100,343.74,694.73,519.23,492.21
06/01/2018,02:00,0100,371.86,725.77,548.81,563.38
06/01/2018,03:00,0100,198.92,555.75,377.33,564.37
06/01/2018,04:00,0100,18.41,378.15,198.28,522.54
06/01/2018,05:00,0100,0.00,349.73,168.40,478.41
06/01/2018,06:00,0100,0.00,359.43,176.64,349.10
06/01/2018,07:00,0100,0.00,344.38,160.14,330.48
06/01/2018,08:00,0100,0.00,301.93,116.22,463.96
06/01/2018,09:00,0100,0.00,262.27,75.11,662.76
06/01/2018,10:00,0100,0.00,348.17,159.54,790.62
06/01/2018,11:00,0100,0.00,356.72,166.64,726.82
06/01/2018,12:00,0100,0.00,336.06,144.52,625.06
06/01/2018,13:00,0100,0.00,325.65,132.66,512.57
06/01/2018,14:00,0100,0.00,346.18,151.72,481.17
06/01/2018,15:00,0100,0.00,367.64,171.72,489.64
06/01/2018,16:00,0100,63.56,458.31,260.94,484.59
06/01/2018,17:00,0100,82.95,480.61,281.78,484.71
06/01/2018,18:00,0100,141.94,542.52,342.23,499.14
06/01/2018,19:00,0100,197.23,600.73,398.98,600.71
06/01/2018,20:00,0100,212.23,618.64,415.43,795.27
06/01/2018,21:00,0100,335.65,744.98,540.32,849.54
06/01/2018,22:00,0100,391.22,803.47,597.35,835.26
06/01/2018,23:00,0100,389.65,804.81,597.23,891.73
07/01/2018,00:00,0100,402.29,820.37,611.33,940.92
04/01/2018,01:00,0700,447.76,658.76,553.26,735.56
04/01/2018,02:00,0700,459.13,673.05,566.09,594.20
04/01/2018,03:00,0700,462.58,679.41,570.99,494.78
04/01/2018,04:00,0700,490.51,710.26,600.39,507.27
04/01/2018,05:00,0700,457.18,679.85,568.52,551.40
04/01/2018,06:00,0700,372.90,598.48,485.69,489.18
04/01/2018,07:00,0700,348.27,576.77,462.52,336.27
04/01/2018,08:00,0700,578.13,809.54,693.84,497.44
04/01/2018,09:00,0700,402.20,636.53,519.36,789.90
04/01/2018,10:00,0700,388.95,626.20,507.58,932.88
04/01/2018,11:00,0700,374.32,614.48,494.40,879.46
04/01/2018,12:00,0700,255.28,498.36,376.82,802.18
04/01/2018,13:00,0700,138.74,384.73,261.74,769.36
04/01/2018,14:00,0700,80.42,329.33,204.88,816.03
04/01/2018,15:00,0700,71.09,322.92,197.00,833.59
04/01/2018,16:00,0700,51.29,306.04,178.66,839.26
04/01/2018,17:00,0700,46.06,303.72,174.89,772.17
04/01/2018,18:00,0700,39.14,299.72,169.43,645.72
04/01/2018,19:00,0700,39.04,302.53,170.79,787.83
04/01/2018,20:00,0700,115.66,382.07,248.87,995.31
04/01/2018,21:00,0700,317.20,586.53,451.87,1144.50
04/01/2018,22:00,0700,625.88,898.13,762.01,1222.55
04/01/2018,23:00,0700,825.72,1100.89,963.31,1225.80
05/01/2018,00:00,0700,902.31,1156.00,1041.35,1213.00
05/01/2018,01:00,0700,940.79,1156.00,1081.29,1173.61
05/01/2018,02:00,0700,931.11,1156.00,1073.07,1089.67
05/01/2018,03:00,0700,929.95,1156.00,1073.36,1081.24
05/01/2018,04:00,0700,907.75,1156.00,1052.62,1062.70
05/01/2018,05:00,0700,867.77,1156.00,1014.10,948.59
05/01/2018,06:00,0700,827.59,1123.17,975.38,679.64
05/01/2018,07:00,0700,801.72,1100.22,950.97,481.43
05/01/2018,08:00,0700,531.68,833.09,682.39,739.91
05/01/2018,09:00,0700,398.74,703.07,550.91,988.66
05/01/2018,10:00,0700,338.08,645.33,491.71,1014.69
05/01/2018,11:00,0700,412.34,722.50,567.42,961.38
05/01/2018,12:00,0700,523.60,836.68,680.14,845.65
05/01/2018,13:00,0700,553.53,869.53,711.53,793.72
05/01/2018,14:00,0700,474.42,793.33,633.87,656.20
05/01/2018,15:00,0700,395.51,717.34,556.43,633.63
05/01/2018,16:00,0700,349.39,674.13,511.76,654.17
05/01/2018,17:00,0700,448.96,776.62,612.79,565.26
05/01/2018,18:00,0700,492.76,823.34,658.05,628.59
05/01/2018,19:00,0700,527.47,860.97,694.22,552.23
05/01/2018,20:00,0700,496.75,833.16,664.95,531.02
05/01/2018,21:00,0700,479.61,818.94,649.27,478.69
05/01/2018,22:00,0700,419.19,761.44,590.32,394.57
05/01/2018,23:00,0700,534.80,879.96,707.38,331.94
06/01/2018,00:00,0700,494.04,842.12,668.08,384.34
06/01/2018,01:00,0700,343.74,694.73,519.23,492.21
06/01/2018,02:00,0700,371.86,725.77,548.81,563.38
06/01/2018,03:00,0700,198.92,555.75,377.33,564.37
06/01/2018,04:00,0700,18.41,378.15,198.28,522.54
06/01/2018,05:00,0700,0.00,349.73,168.40,478.41
06/01/2018,06:00,0700,0.00,359.43,176.64,349.10
06/01/2018,07:00,0700,0.00,344.38,160.14,330.48
06/01/2018,08:00,0700,0.00,301.93,116.22,463.96
06/01/2018,09:00,0700,0.00,262.27,75.11,662.76
06/01/2018,10:00,0700,0.00,348.17,159.54,790.62
06/01/2018,11:00,0700,0.00,356.72,166.64,726.82
06/01/2018,12:00,0700,0.00,336.06,144.52,625.06
06/01/2018,13:00,0700,0.00,325.65,132.66,512.57
06/01/2018,14:00,0700,0.00,346.18,151.72,481.17
06/01/2018,15:00,0700,0.00,367.64,171.72,489.64
06/01/2018,16:00,0700,63.56,458.31,260.94,484.59
06/01/2018,17:00,0700,82.95,480.61,281.78,484.71
06/01/2018,18:00,0700,141.94,542.52,342.23,499.14
06/01/2018,19:00,0700,197.23,600.73,398.98,600.71
06/01/2018,20:00,0700,212.23,618.64,415.43,795.27
06/01/2018,21:00,0700,335.65,744.98,540.32,849.54
06/01/2018,22:00,0700,391.22,803.47,597.35,835.26
06/01/2018,23:00,0700,389.65,804.81,597.23,891.73
07/01/2018,00:00,0700,402.29,820.37,611.33,940.92
04/01/2018,01:00,1300,447.76,658.76,553.26,735.56
04/01/2018,02:00,1300,459.13,673.05,566.09,594.20
04/01/2018,03:00,1300,462.58,679.41,570.99,494.78
04/01/2018,04:00,1300,490.51,710.26,600.39,507.27
04/01/2018,05:00,1300,457.18,679.85,568.52,551.40
04/01/2018,06:00,1300,372.90,598.48,485.69,489.18
04/01/2018,07:00,1300,348.27,576.77,462.52,336.27
04/01/2018,08:00,1300,578.13,809.54,693.84,497.44
04/01/2018,09:00,1300,402.20,636.53,519.36,789.90
04/01/2018,10:00,1300,388.95,626.20,507.58,932.88
04/01/2018,11:00,1300,374.32,614.48,494.40,879.46
04/01/2018,12:00,1300,255.28,498.36,376.82,802.18
04/01/2018,13:00,1300,138.74,384.73,261.74,769.36
04/01/2018,14:00,1300,80.42,329.33,204.88,816.03
04/01/2018,15:00,1300,71.09,322.92,197.00,833.59
04/01/2018,16:00,1300,51.29,306.04,178.66,839.26
04/01/2018,17:00,1300,46.06,303.72,174.89,772.17
04/01/2018,18:00,1300,39.14,299.72,169.43,645.72
04/01/2018,19:00,1300,39.04,302.53,170.79,787.83
04/01/2018,20:00,1300,115.66,382.07,248.87,995.31
04/01/2018,21:00,1300,317.20,586.53,451.87,1144.50
04/01/2018,22:00,1300,625.88,898.13,762.01,1222.55
04/01/2018,23:00,1300,825.72,1100.89,963.31,1225.80
05/01/2018,00:00,1300,902.31,1156.00,1041.35,1213.00
05/01/2018,01:00,1300,940.79,1156.00,1081.29,1173.61
05/01/2018,02:00,1300,931.11,1156.00,1073.07,1089.67
05/01/2018,03:00,1300,929.95,1156.00,1073.36,1081.24
05/01/2018,04:00,1300,907.75,1156.00,1052.62,1062.70
05/01/2018,05:00,1300,867.77,1156.00,1014.10,948.59
05/01/2018,06:00,1300,827.59,1123.17,975.38,679.64
05/01/2018,07:00,1300,801.72,1100.22,950.97,481.43
05/01/2018,08:00,1300,531.68,833.09,682.39,739.91
05/01/2018,09:00,1300,398.74,703.07,550.91,988.66
05/01/2018,10:00,1300,338.08,645.33,491.71,1014.69
05/01/2018,11:00,1300,412.34,722.50,567.42,961.38
05/01/2018,12:00,1300,523.60,836.68,680.14,845.65
05/01/2018,13:00,1300,553.53,869.53,711.53,793.72
05/01/2018,14:00,1300,474.42,793.33,633.87,656.20
05/01/2018,15:00,1300,395.51,717.34,556.43,633.63
05/01/2018,16:00,1300,349.39,674.13,511.76,654.17
05/01/2018,17:00,1300,448.96,776.62,612.79,565.26
05/01/2018,18:00,1300,492.76,823.34,658.05,628.59
05/01/2018,19:00,1300,527.47,860.97,694.22,552.23
05/01/2018,20:00,1300,496.75,833.16,664.95,531.02
05/01/2018,21:00,1300,479.61,818.94,649.27,478.69
05/01/2018,22:00,1300,419.19,761.44,590.32,394.57
05/01/2018,23:00,1300,534.80,879.96,707.38,331.94
06/01/2018,00:00,1300,494.04,842.12,668.08,384.34
06/01/2018,01:00,1300,343.74,694.73,519.23,492.21
06/01/2018,02:00,1300,371.86,725.77,548.81,563.38
06/01/2018,03:00,1300,198.92,555.75,377.33,564.37
06/01/2018,04:00,1300,18.41,378.15,198.28,522.54
06/01/2018,05:00,1300,0.00,349.73,168.40,478.41
06/01/2018,06:00,1300,0.00,359.43,176.64,349.10
06/01/2018,07:00,1300,0.00,344.38,160.14,330.48
06/01/2018,08:00,1300,0.00,301.93,116.22,463.96
06/01/2018,09:00,1300,0.00,262.27,75.11,662.76
06/01/2018,10:00,1300,0.00,348.17,159.54,790.62
06/01/2018,11:00,1300,0.00,356.72,166.64,726.82
06/01/2018,12:00,1300,0.00,336.06,144.52,625.06
06/01/2018,13:00,1300,0.00,325.65,132.66,512.57
06/01/2018,14:00,1300,0.00,346.18,151.72,481.17
06/01/2018,15:00,1300,0.00,367.64,171.72,489.64
06/01/2018,16:00,1300,63.56,458.31,260.94,484.59
06/01/2018,17:00,1300,82.95,480.61,281.78,484.71
06/01/2018,18:00,1300,141.94,542.52,342.23,499.14
06/01/2018,19:00,1300,197.23,600.73,398.98,600.71
06/01/2018,20:00,1300,212.23,618.64,415.43,795.27
06/01/2018,21:00,1300,335.65,744.98,540.32,849.54
06/01/2018,22:00,1300,391.22,803.47,597.35,835.26
06/01/2018,23:00,1300,389.65,804.81,597.23,891.73
07/01/2018,00:00,1300,402.29,820.37,611.33,940.92
05/01/2018,01:00,0100,936.60,1147.60,1042.10,1173.61
05/01/2018,02:00,0100,981.78,1156.00,1088.74,1089.67
05/01/2018,03:00,0100,968.67,1156.00,1077.08,1081.24
05/01/2018,04:00,0100,968.81,1156.00,1078.68,1062.70
05/01/2018,05:00,0100,969.14,1156.00,1080.47,948.59
05/01/2018,06:00,0100,960.33,1156.00,1073.12,679.64
05/01/2018,07:00,0100,874.03,1102.53,988.28,481.43
05/01/2018,08:00,0100,710.81,942.23,826.52,739.91
05/01/2018,09:00,0100,591.32,825.65,708.48,988.66
05/01/2018,10:00,0100,611.38,848.63,730.01,1014.69
05/01/2018,11:00,0100,603.50,843.66,723.58,961.38
05/01/2018,12:00,0100,643.66,886.74,765.20,845.65
05/01/2018,13:00,0100,584.40,830.40,707.40,793.72
05/01/2018,14:00,0100,501.12,750.03,625.58,656.20
05/01/2018,15:00,0100,433.75,685.58,559.66,633.63
05/01/2018,16:00,0100,313.17,567.91,440.54,654.17
05/01/2018,17:00,0100,262.31,519.97,391.14,565.26
05/01/2018,18:00,0100,359.29,619.87,489.58,628.59
05/01/2018,19:00,0100,405.60,669.10,537.35,552.23
05/01/2018,20:00,0100,314.66,581.07,447.86,531.02
05/01/2018,21:00,0100,291.64,560.97,426.30,478.69
05/01/2018,22:00,0100,212.41,484.66,348.53,394.57
05/01/2018,23:00,0100,181.16,456.32,318.74,331.94
