,,Starting_Time,Min_ConfInt,Max_ConfInt,Forecast,Real
29/01/2018,18:00,0100,484.23,909.75,696.99,896.92
29/01/2018,19:00,0100,627.53,1056.81,842.17,1038.01
29/01/2018,20:00,0100,647.86,1080.89,864.38,1145.46
29/01/2018,21:00,0100,732.67,1169.46,951.07,1223.75
29/01/2018,22:00,0100,743.43,1183.97,963.70,1218.80
29/01/2018,23:00,0100,733.74,1178.03,955.89,1164.65
30/01/2018,00:00,0100,687.68,1135.73,911.70,1051.84
30/01/2018,01:00,0100,676.57,1128.37,902.47,960.91
30/01/2018,02:00,0100,632.87,1088.43,860.65,898.34
30/01/2018,03:00,0100,600.68,1059.99,830.33,775.82
30/01/2018,04:00,0100,563.45,1026.52,794.98,706.49
30/01/2018,05:00,0100,535.47,1002.29,768.88,646.49
30/01/2018,06:00,0100,381.40,851.97,616.68,580.62
30/01/2018,07:00,0100,329.85,804.18,567.01,498.94
30/01/2018,08:00,0100,290.39,768.47,529.43,706.43
30/01/2018,09:00,0100,232.27,714.10,473.19,688.99
30/01/2018,10:00,0100,155.43,641.02,398.23,557.94
30/01/2018,11:00,0100,79.19,568.53,323.86,445.65
30/01/2018,12:00,0100,14.74,507.84,261.29,371.44
30/01/2018,13:00,0100,0.00,433.81,185.38,337.11
30/01/2018,14:00,0100,0.00,389.40,139.10,319.06
30/01/2018,15:00,0100,0.00,393.51,141.33,337.70
30/01/2018,16:00,0100,0.00,400.32,146.27,371.94
30/01/2018,17:00,0100,0.00,401.39,145.45,451.23
30/01/2018,18:00,0100,0.00,424.45,166.64,509.81
30/01/2018,19:00,0100,0.00,490.84,231.15,624.62
30/01/2018,20:00,0100,83.88,607.01,345.45,740.79
30/01/2018,21:00,0100,198.07,724.96,461.51,901.12
30/01/2018,22:00,0100,330.52,861.16,595.84,979.84
30/01/2018,23:00,0100,420.04,954.44,687.24,934.71
31/01/2018,00:00,0100,483.90,1022.05,752.98,915.62
28/01/2018,01:00,0700,234.64,506.23,370.43,256.77
28/01/2018,02:00,0700,141.83,417.18,279.51,216.32
28/01/2018,03:00,0700,74.69,353.79,214.24,221.07
28/01/2018,04:00,0700,0.00,274.50,133.07,259.91
28/01/2018,05:00,0700,0.00,231.29,87.99,256.04
28/01/2018,06:00,0700,0.00,208.10,62.92,239.19
28/01/2018,07:00,0700,0.00,228.67,81.61,152.37
28/01/2018,08:00,0700,0.00,225.65,76.71,212.77
28/01/2018,09:00,0700,0.00,189.76,38.94,312.74
28/01/2018,10:00,0700,0.00,191.26,38.57,313.40
28/01/2018,11:00,0700,0.00,285.57,131.00,459.78
28/01/2018,12:00,0700,14.48,327.37,170.92,604.72
28/01/2018,13:00,0700,19.24,335.88,177.56,762.88
28/01/2018,14:00,0700,73.64,394.04,233.84,864.97
28/01/2018,15:00,0700,81.49,405.64,243.56,944.66
28/01/2018,16:00,0700,190.19,518.10,354.14,976.36
28/01/2018,17:00,0700,346.38,678.05,512.21,962.45
28/01/2018,18:00,0700,471.93,807.35,639.64,906.77
28/01/2018,19:00,0700,642.42,981.59,812.01,915.29
28/01/2018,20:00,0700,569.01,911.93,740.47,963.33
28/01/2018,21:00,0700,722.95,1069.63,896.29,958.30
28/01/2018,22:00,0700,751.74,1102.17,926.96,880.67
28/01/2018,23:00,0700,709.01,1063.20,886.11,808.13
29/01/2018,00:00,0700,591.65,949.59,770.62,704.09
29/01/2018,01:00,0700,515.36,877.06,696.21,671.89
29/01/2018,02:00,0700,532.45,897.91,715.18,633.22
29/01/2018,03:00,0700,458.15,827.36,642.76,596.22
29/01/2018,04:00,0700,456.01,828.97,642.49,558.35
29/01/2018,05:00,0700,396.18,772.89,584.54,550.52
29/01/2018,06:00,0700,304.35,684.82,494.59,488.17
29/01/2018,07:00,0700,218.11,602.34,410.23,352.33
29/01/2018,08:00,0700,167.81,555.79,361.80,260.54
29/01/2018,09:00,0700,3.02,394.75,198.89,209.24
29/01/2018,10:00,0700,3.70,399.19,201.45,213.48
29/01/2018,11:00,0700,0.00,397.30,197.68,312.71
29/01/2018,12:00,0700,0.00,395.31,193.81,459.38
29/01/2018,13:00,0700,11.95,418.70,215.32,539.50
29/01/2018,14:00,0700,57.87,468.38,263.13,555.51
29/01/2018,15:00,0700,123.72,537.97,330.85,588.36
29/01/2018,16:00,0700,246.22,664.23,455.23,659.31
29/01/2018,17:00,0700,370.54,792.31,581.42,787.15
29/01/2018,18:00,0700,484.23,909.75,696.99,896.92
29/01/2018,19:00,0700,627.53,1056.81,842.17,1038.01
29/01/2018,20:00,0700,647.86,1080.89,864.38,1145.46
29/01/2018,21:00,0700,732.67,1169.46,951.07,1223.75
29/01/2018,22:00,0700,743.43,1183.97,963.70,1218.80
29/01/2018,23:00,0700,733.74,1178.03,955.89,1164.65
30/01/2018,00:00,0700,687.68,1135.73,911.70,1051.84
30/01/2018,01:00,0700,676.57,1128.37,902.47,960.91
30/01/2018,02:00,0700,632.87,1088.43,860.65,898.34
30/01/2018,03:00,0700,600.68,1059.99,830.33,775.82
30/01/2018,04:00,0700,563.45,1026.52,794.98,706.49
30/01/2018,05:00,0700,535.47,1002.29,768.88,646.49
30/01/2018,06:00,0700,381.40,851.97,616.68,580.62
30/01/2018,07:00,0700,329.85,804.18,567.01,498.94
30/01/2018,08:00,0700,290.39,768.47,529.43,706.43
30/01/2018,09:00,0700,232.27,714.10,473.19,688.99
30/01/2018,10:00,0700,155.43,641.02,398.23,557.94
30/01/2018,11:00,0700,79.19,568.53,323.86,445.65
30/01/2018,12:00,0700,14.74,507.84,261.29,371.44
30/01/2018,13:00,0700,0.00,433.81,185.38,337.11
30/01/2018,14:00,0700,0.00,389.40,139.10,319.06
30/01/2018,15:00,0700,0.00,393.51,141.33,337.70
30/01/2018,16:00,0700,0.00,400.32,146.27,371.94
30/01/2018,17:00,0700,0.00,401.39,145.45,451.23
30/01/2018,18:00,0700,0.00,424.45,166.64,509.81
30/01/2018,19:00,0700,0.00,490.84,231.15,624.62
30/01/2018,20:00,0700,83.88,607.01,345.45,740.79
30/01/2018,21:00,0700,198.07,724.96,461.51,901.12
30/01/2018,22:00,0700,330.52,861.16,595.84,979.84
30/01/2018,23:00,0700,420.04,954.44,687.24,934.71
31/01/2018,00:00,0700,483.90,1022.05,752.98,915.62
28/01/2018,01:00,1300,234.64,506.23,370.43,256.77
28/01/2018,02:00,1300,141.83,417.18,279.51,216.32
28/01/2018,03:00,1300,74.69,353.79,214.24,221.07
28/01/2018,04:00,1300,0.00,274.50,133.07,259.91
28/01/2018,05:00,1300,0.00,231.29,87.99,256.04
28/01/2018,06:00,1300,0.00,208.10,62.92,239.19
28/01/2018,07:00,1300,0.00,228.67,81.61,152.37
28/01/2018,08:00,1300,0.00,225.65,76.71,212.77
28/01/2018,09:00,1300,0.00,189.76,38.94,312.74
28/01/2018,10:00,1300,0.00,191.26,38.57,313.40
28/01/2018,11:00,1300,0.00,285.57,131.00,459.78
28/01/2018,12:00,1300,14.48,327.37,170.92,604.72
28/01/2018,13:00,1300,19.24,335.88,177.56,762.88
28/01/2018,14:00,1300,73.64,394.04,233.84,864.97
28/01/2018,15:00,1300,81.49,405.64,243.56,944.66
28/01/2018,16:00,1300,190.19,518.10,354.14,976.36
28/01/2018,17:00,1300,346.38,678.05,512.21,962.45
28/01/2018,18:00,1300,471.93,807.35,639.64,906.77
28/01/2018,19:00,1300,642.42,981.59,812.01,915.29
28/01/2018,20:00,1300,569.01,911.93,740.47,963.33
28/01/2018,21:00,1300,722.95,1069.63,896.29,958.30
28/01/2018,22:00,1300,751.74,1102.17,926.96,880.67
28/01/2018,23:00,1300,709.01,1063.20,886.11,808.13
29/01/2018,00:00,1300,591.65,949.59,770.62,704.09
29/01/2018,01:00,1300,515.36,877.06,696.21,671.89
29/01/2018,02:00,1300,532.45,897.91,715.18,633.22
29/01/2018,03:00,1300,458.15,827.36,642.76,596.22
29/01/2018,04:00,1300,456.01,828.97,642.49,558.35
29/01/2018,05:00,1300,396.18,772.89,584.54,550.52
29/01/2018,06:00,1300,304.35,684.82,494.59,488.17
29/01/2018,07:00,1300,218.11,602.34,410.23,352.33
29/01/2018,08:00,1300,167.81,555.79,361.80,260.54
29/01/2018,09:00,1300,3.02,394.75,198.89,209.24
29/01/2018,10:00,1300,3.70,399.19,201.45,213.48
29/01/2018,11:00,1300,0.00,397.30,197.68,312.71
29/01/2018,12:00,1300,0.00,395.31,193.81,459.38
29/01/2018,13:00,1300,11.95,418.70,215.32,539.50
29/01/2018,14:00,1300,57.87,468.38,263.13,555.51
29/01/2018,15:00,1300,123.72,537.97,330.85,588.36
29/01/2018,16:00,1300,246.22,664.23,455.23,659.31
29/01/2018,17:00,1300,370.54,792.31,581.42,787.15
29/01/2018,18:00,1300,484.23,909.75,696.99,896.92
29/01/2018,19:00,1300,627.53,1056.81,842.17,1038.01
29/01/2018,20:00,1300,647.86,1080.89,864.38,1145.46
29/01/2018,21:00,1300,732.67,1169.46,951.07,1223.75
29/01/2018,22:00,1300,743.43,1183.97,963.70,1218.80
29/01/2018,23:00,1300,733.74,1178.03,955.89,1164.65
30/01/2018,00:00,1300,687.68,1135.73,911.70,1051.84
30/01/2018,01:00,1300,676.57,1128.37,902.47,960.91
30/01/2018,02:00,1300,632.87,1088.43,860.65,898.34
30/01/2018,03:00,1300,600.68,1059.99,830.33,775.82
30/01/2018,04:00,1300,563.45,1026.52,794.98,706.49
30/01/2018,05:00,1300,535.47,1002.29,768.88,646.49
30/01/2018,06:00,1300,381.40,851.97,616.68,580.62
30/01/2018,07:00,1300,329.85,804.18,567.01,498.94
30/01/2018,08:00,1300,290.39,768.47,529.43,706.43
30/01/2018,09:00,1300,232.27,714.10,473.19,688.99
30/01/2018,10:00,1300,155.43,641.02,398.23,557.94
30/01/2018,11:00,1300,79.19,568.53,323.86,445.65
30/01/2018,12:00,1300,14.74,507.84,261.29,371.44
30/01/2018,13:00,1300,0.00,433.81,185.38,337.11
30/01/2018,14:00,1300,0.00,389.40,139.10,319.06
30/01/2018,15:00,1300,0.00,393.51,141.33,337.70
30/01/2018,16:00,1300,0.00,400.32,146.27,371.94
30/01/2018,17:00,1300,0.00,401.39,145.45,451.23
30/01/2018,18:00,1300,0.00,424.45,166.64,509.81
30/01/2018,19:00,1300,0.00,490.84,231.15,624.62
30/01/2018,20:00,1300,83.88,607.01,345.45,740.79
30/01/2018,21:00,1300,198.07,724.96,461.51,901.12
30/01/2018,22:00,1300,330.52,861.16,595.84,979.84
30/01/2018,23:00,1300,420.04,954.44,687.24,934.71
31/01/2018,00:00,1300,483.90,1022.05,752.98,915.62
29/01/2018,01:00,0100,549.72,821.32,685.52,671.89
29/01/2018,02:00,0100,567.56,842.91,705.23,633.22
29/01/2018,03:00,0100,547.73,826.84,687.29,596.22
29/01/2018,04:00,0100,557.30,840.16,698.73,558.35
29/01/2018,05:00,0100,494.52,781.13,637.83,550.52
29/01/2018,06:00,0100,384.66,675.02,529.84,488.17
29/01/2018,07:00,0100,296.45,590.57,443.51,352.33
29/01/2018,08:00,0100,161.81,459.68,310.75,260.54
29/01/2018,09:00,0100,2.47,304.09,153.28,209.24
29/01/2018,10:00,0100,0.00,300.63,147.94,213.48
29/01/2018,11:00,0100,0.53,309.67,155.10,312.71
29/01/2018,12:00,0100,0.00,298.80,142.35,459.38
29/01/2018,13:00,0100,35.14,351.79,193.46,539.50
29/01/2018,14:00,0100,96.97,417.37,257.17,555.51
29/01/2018,15:00,0100,179.57,503.72,341.64,588.36
29/01/2018,16:00,0100,297.30,625.21,461.26,659.31
29/01/2018,17:00,0100,404.86,736.52,570.69,787.15
29/01/2018,18:00,0100,510.63,846.05,678.34,896.92
29/01/2018,19:00,0100,665.27,1004.44,834.85,1038.01
29/01/2018,20:00,0100,706.52,1049.45,877.99,1145.46
29/01/2018,21:00,0100,786.67,1133.35,960.01,1223.75
29/01/2018,22:00,0100,786.93,1137.37,962.15,1218.80
29/01/2018,23:00,0100,758.84,1113.03,935.93,1164.65
30/01/2018,00:00,0100,765.04,1122.99,944.02,1051.84
30/01/2018,01:00,0100,739.12,1100.81,919.97,960.91
30/01/2018,02:00,0100,624.33,989.78,807.06,898.34
30/01/2018,03:00,0100,599.24,968.45,783.85,775.82
30/01/2018,04:00,0100,506.03,878.99,692.51,706.49
30/01/2018,05:00,0100,415.63,792.34,603.98,646.49
30/01/2018,06:00,0100,332.50,712.97,522.74,580.62
30/01/2018,07:00,0100,289.32,673.54,481.43,498.94
30/01/2018,08:00,0100,292.90,680.88,486.89,706.43
30/01/2018,09:00,0100,195.83,587.56,391.69,688.99
30/01/2018,10:00,0100,132.15,527.64,329.90,557.94
30/01/2018,11:00,0100,39.75,438.99,239.37,445.65
30/01/2018,12:00,0100,37.99,440.99,239.49,371.44
30/01/2018,13:00,0100,0.00,389.34,185.97,337.11
30/01/2018,14:00,0100,0.00,365.57,160.32,319.06
30/01/2018,15:00,0100,0.00,408.02,200.89,337.70
30/01/2018,16:00,0100,21.02,439.03,230.03,371.94
30/01/2018,17:00,0100,50.62,472.39,261.50,451.23
30/01/2018,18:00,0100,121.36,546.88,334.12,509.81
30/01/2018,19:00,0100,178.97,608.24,393.61,624.62
30/01/2018,20:00,0100,241.59,674.62,458.11,740.79
30/01/2018,21:00,0100,484.30,921.08,702.69,901.12
30/01/2018,22:00,0100,609.63,1050.17,829.90,979.84
30/01/2018,23:00,0100,641.77,1086.06,863.92,934.71
31/01/2018,00:00,0100,633.70,1081.75,857.72,915.62
31/01/2018,01:00,0100,690.87,1142.68,916.77,861.59
31/01/2018,02:00,0100,665.66,1121.21,893.43,925.30
31/01/2018,03:00,0100,646.50,1105.81,876.15,828.60
31/01/2018,04:00,0100,525.03,988.09,756.56,793.25
31/01/2018,05:00,0100,394.25,861.07,627.66,761.17
31/01/2018,06:00,0100,306.41,776.98,541.69,638.99
31/01/2018,07:00,0100,227.16,701.49,464.33,602.33
31/01/2018,08:00,0100,112.82,590.91,351.86,421.32
31/01/2018,09:00,0100,0.00,428.40,187.48,228.97
31/01/2018,10:00,0100,0.00,342.85,100.05,139.47
31/01/2018,11:00,0100,0.00,338.65,93.98,110.02
31/01/2018,12:00,0100,0.00,332.85,86.30,105.30
31/01/2018,13:00,0100,0.00,396.95,148.52,122.88
31/01/2018,14:00,0100,0.00,480.25,229.95,148.57
31/01/2018,15:00,0100,85.91,590.27,338.09,212.89
31/01/2018,16:00,0100,212.00,720.12,466.06,334.18
31/01/2018,17:00,0100,357.88,869.75,613.82,433.77
31/01/2018,18:00,0100,469.95,985.58,727.77,494.60
31/01/2018,19:00,0100,571.98,1091.35,831.66,651.36
31/01/2018,20:00,0100,576.73,1099.86,838.29,738.15
31/01/2018,21:00,0100,569.91,1096.80,833.36,791.14
31/01/2018,22:00,0100,540.71,1071.35,806.03,742.84
31/01/2018,23:00,0100,542.67,1077.06,809.86,759.69
01/02/2018,00:00,0100,505.80,1043.95,774.87,676.44
29/01/2018,01:00,0700,549.72,821.32,685.52,671.89
29/01/2018,02:00,0700,567.56,842.91,705.23,633.22
29/01/2018,03:00,0700,547.73,826.84,687.29,596.22
29/01/2018,04:00,0700,557.30,840.16,698.73,558.35
29/01/2018,05:00,0700,494.52,781.13,637.83,550.52
29/01/2018,06:00,0700,384.66,675.02,529.84,488.17
29/01/2018,07:00,0700,296.45,590.57,443.51,352.33
29/01/2018,08:00,0700,161.81,459.68,310.75,260.54
29/01/2018,09:00,0700,2.47,304.09,153.28,209.24
29/01/2018,10:00,0700,0.00,300.63,147.94,213.48
29/01/2018,11:00,0700,0.53,309.67,155.10,312.71
29/01/2018,12:00,0700,0.00,298.80,142.35,459.38
29/01/2018,13:00,0700,35.14,351.79,193.46,539.50
29/01/2018,14:00,0700,96.97,417.37,257.17,555.51
29/01/2018,15:00,0700,179.57,503.72,341.64,588.36
29/01/2018,16:00,0700,297.30,625.21,461.26,659.31
29/01/2018,17:00,0700,404.86,736.52,570.69,787.15
29/01/2018,18:00,0700,510.63,846.05,678.34,896.92
29/01/2018,19:00,0700,665.27,1004.44,834.85,1038.01
29/01/2018,20:00,0700,706.52,1049.45,877.99,1145.46
29/01/2018,21:00,0700,786.67,1133.35,960.01,1223.75
29/01/2018,22:00,0700,786.93,1137.37,962.15,1218.80
29/01/2018,23:00,0700,758.84,1113.03,935.93,1164.65
30/01/2018,00:00,0700,765.04,1122.99,944.02,1051.84
30/01/2018,01:00,0700,739.12,1100.81,919.97,960.91
30/01/2018,02:00,0700,624.33,989.78,807.06,898.34
30/01/2018,03:00,0700,599.24,968.45,783.85,775.82
30/01/2018,04:00,0700,506.03,878.99,692.51,706.49
30/01/2018,05:00,0700,415.63,792.34,603.98,646.49
30/01/2018,06:00,0700,332.50,712.97,522.74,580.62
30/01/2018,07:00,0700,289.32,673.54,481.43,498.94
30/01/2018,08:00,0700,292.90,680.88,486.89,706.43
30/01/2018,09:00,0700,195.83,587.56,391.69,688.99
30/01/2018,10:00,0700,132.15,527.64,329.90,557.94
30/01/2018,11:00,0700,39.75,438.99,239.37,445.65
30/01/2018,12:00,0700,37.99,440.99,239.49,371.44
30/01/2018,13:00,0700,0.00,389.34,185.97,337.11
30/01/2018,14:00,0700,0.00,365.57,160.32,319.06
30/01/2018,15:00,0700,0.00,408.02,200.89,337.70
30/01/2018,16:00,0700,21.02,439.03,230.03,371.94
30/01/2018,17:00,0700,50.62,472.39,261.50,451.23
30/01/2018,18:00,0700,121.36,546.88,334.12,509.81
30/01/2018,19:00,0700,178.97,608.24,393.61,624.62
30/01/2018,20:00,0700,241.59,674.62,458.11,740.79
30/01/2018,21:00,0700,484.30,921.08,702.69,901.12
30/01/2018,22:00,0700,609.63,1050.17,829.90,979.84
30/01/2018,23:00,0700,641.77,1086.06,863.92,934.71
31/01/2018,00:00,0700,633.70,1081.75,857.72,915.62
31/01/2018,01:00,0700,690.87,1142.68,916.77,861.59
31/01/2018,02:00,0700,665.66,1121.21,893.43,925.30
31/01/2018,03:00,0700,646.50,1105.81,876.15,828.60
31/01/2018,04:00,0700,525.03,988.09,756.56,793.25
31/01/2018,05:00,0700,394.25,861.07,627.66,761.17
31/01/2018,06:00,0700,306.41,776.98,541.69,638.99
31/01/2018,07:00,0700,227.16,701.49,464.33,602.33
31/01/2018,08:00,0700,112.82,590.91,351.86,421.32
31/01/2018,09:00,0700,0.00,428.40,187.48,228.97
31/01/2018,10:00,0700,0.00,342.85,100.05,139.47
31/01/2018,11:00,0700,0.00,338.65,93.98,110.02
31/01/2018,12:00,0700,0.00,332.85,86.30,105.30
31/01/2018,13:00,0700,0.00,396.95,148.52,122.88
31/01/2018,14:00,0700,0.00,480.25,229.95,148.57
31/01/2018,15:00,0700,85.91,590.27,338.09,212.89
31/01/2018,16:00,0700,212.00,720.12,466.06,334.18
31/01/2018,17:00,0700,357.88,869.75,613.82,433.77
31/01/2018,18:00,0700,469.95,985.58,727.77,494.60
31/01/2018,19:00,0700,571.98,1091.35,831.66,651.36
31/01/2018,20:00,0700,576.73,1099.86,838.29,738.15
31/01/2018,21:00,0700,569.91,1096.80,833.36,791.14
31/01/2018,22:00,0700,540.71,1071.35,806.03,742.84
31/01/2018,23:00,0700,542.67,1077.06,809.86,759.69
01/02/2018,00:00,0700,505.80,1043.95,774.87,676.44
29/01/2018,01:00,1300,549.72,821.32,685.52,671.89
29/01/2018,02:00,1300,567.56,842.91,705.23,633.22
29/01/2018,03:00,1300,547.73,826.84,687.29,596.22
29/01/2018,04:00,1300,557.30,840.16,698.73,558.35
29/01/2018,05:00,1300,494.52,781.13,637.83,550.52
29/01/2018,06:00,1300,384.66,675.02,529.84,488.17
29/01/2018,07:00,1300,296.45,590.57,443.51,352.33
29/01/2018,08:00,1300,161.81,459.68,310.75,260.54
29/01/2018,09:00,1300,2.47,304.09,153.28,209.24
29/01/2018,10:00,1300,0.00,300.63,147.94,213.48
29/01/2018,11:00,1300,0.53,309.67,155.10,312.71
29/01/2018,12:00,1300,0.00,298.80,142.35,459.38
29/01/2018,13:00,1300,35.14,351.79,193.46,539.50
29/01/2018,14:00,1300,96.97,417.37,257.17,555.51
29/01/2018,15:00,1300,179.57,503.72,341.64,588.36
29/01/2018,16:00,1300,297.30,625.21,461.26,659.31
29/01/2018,17:00,1300,404.86,736.52,570.69,787.15
29/01/2018,18:00,1300,510.63,846.05,678.34,896.92
29/01/2018,19:00,1300,665.27,1004.44,834.85,1038.01
29/01/2018,20:00,1300,706.52,1049.45,877.99,1145.46
29/01/2018,21:00,1300,786.67,1133.35,960.01,1223.75
29/01/2018,22:00,1300,786.93,1137.37,962.15,1218.80
29/01/2018,23:00,1300,758.84,1113.03,935.93,1164.65
30/01/2018,00:00,1300,765.04,1122.99,944.02,1051.84
30/01/2018,01:00,1300,739.12,1100.81,919.97,960.91
30/01/2018,02:00,1300,624.33,989.78,807.06,898.34
30/01/2018,03:00,1300,599.24,968.45,783.85,775.82
30/01/2018,04:00,1300,506.03,878.99,692.51,706.49
30/01/2018,05:00,1300,415.63,792.34,603.98,646.49
30/01/2018,06:00,1300,332.50,712.97,522.74,580.62
30/01/2018,07:00,1300,289.32,673.54,481.43,498.94
30/01/2018,08:00,1300,292.90,680.88,486.89,706.43
30/01/2018,09:00,1300,195.83,587.56,391.69,688.99
30/01/2018,10:00,1300,132.15,527.64,329.90,557.94
30/01/2018,11:00,1300,39.75,438.99,239.37,445.65
30/01/2018,12:00,1300,37.99,440.99,239.49,371.44
30/01/2018,13:00,1300,0.00,389.34,185.97,337.11
30/01/2018,14:00,1300,0.00,365.57,160.32,319.06
30/01/2018,15:00,1300,0.00,408.02,200.89,337.70
30/01/2018,16:00,1300,21.02,439.03,230.03,371.94
30/01/2018,17:00,1300,50.62,472.39,261.50,451.23
30/01/2018,18:00,1300,121.36,546.88,334.12,509.81
30/01/2018,19:00,1300,178.97,608.24,393.61,624.62
30/01/2018,20:00,1300,241.59,674.62,458.11,740.79
30/01/2018,21:00,1300,484.30,921.08,702.69,901.12
30/01/2018,22:00,1300,609.63,1050.17,829.90,979.84
30/01/2018,23:00,1300,641.77,1086.06,863.92,934.71
31/01/2018,00:00,1300,633.70,1081.75,857.72,915.62
31/01/2018,01:00,1300,690.87,1142.68,916.77,861.59
31/01/2018,02:00,1300,665.66,1121.21,893.43,925.30
31/01/2018,03:00,1300,646.50,1105.81,876.15,828.60
31/01/2018,04:00,1300,525.03,988.09,756.56,793.25
31/01/2018,05:00,1300,394.25,861.07,627.66,761.17
31/01/2018,06:00,1300,306.41,776.98,541.69,638.99
31/01/2018,07:00,1300,227.16,701.49,464.33,602.33
31/01/2018,08:00,1300,112.82,590.91,351.86,421.32
31/01/2018,09:00,1300,0.00,428.40,187.48,228.97
31/01/2018,10:00,1300,0.00,342.85,100.05,139.47
31/01/2018,11:00,1300,0.00,338.65,93.98,110.02
31/01/2018,12:00,1300,0.00,332.85,86.30,105.30
31/01/2018,13:00,1300,0.00,396.95,148.52,122.88
31/01/2018,14:00,1300,0.00,480.25,229.95,148.57
31/01/2018,15:00,1300,85.91,590.27,338.09,212.89
31/01/2018,16:00,1300,212.00,720.12,466.06,334.18
31/01/2018,17:00,1300,357.88,869.75,613.82,433.77
31/01/2018,18:00,1300,469.95,985.58,727.77,494.60
31/01/2018,19:00,1300,571.98,1091.35,831.66,651.36
31/01/2018,20:00,1300,576.73,1099.86,838.29,738.15
31/01/2018,21:00,1300,569.91,1096.80,833.36,791.14
31/01/2018,22:00,1300,540.71,1071.35,806.03,742.84
31/01/2018,23:00,1300,542.67,1077.06,809.86,759.69
01/02/2018,00:00,1300,505.80,1043.95,774.87,676.44
30/01/2018,01:00,0100,775.18,1046.78,910.98,960.91
30/01/2018,02:00,0100,751.45,1026.80,889.12,898.34
30/01/2018,03:00,0100,722.91,1002.01,862.46,775.82
30/01/2018,04:00,0100,704.03,986.89,845.46,706.49
30/01/2018,05:00,0100,636.40,923.02,779.71,646.49
30/01/2018,06:00,0100,506.73,797.09,651.91,580.62
30/01/2018,07:00,0100,404.48,698.60,551.54,498.94
30/01/2018,08:00,0100,325.42,623.30,474.36,706.43
30/01/2018,09:00,0100,214.23,515.86,365.05,688.99
30/01/2018,10:00,0100,172.10,477.49,324.79,557.94
30/01/2018,11:00,0100,95.68,404.82,250.25,445.65
30/01/2018,12:00,0100,57.02,369.92,213.47,371.44
30/01/2018,13:00,0100,21.52,338.16,179.84,337.11
30/01/2018,14:00,0100,21.67,342.07,181.87,319.06
30/01/2018,15:00,0100,67.35,391.50,229.42,337.70
30/01/2018,16:00,0100,80.60,408.51,244.56,371.94
30/01/2018,17:00,0100,109.89,441.56,275.73,451.23
30/01/2018,18:00,0100,171.48,506.90,339.19,509.81
30/01/2018,19:00,0100,252.66,591.83,422.24,624.62
30/01/2018,20:00,0100,312.01,654.93,483.47,740.79
30/01/2018,21:00,0100,584.54,931.22,757.88,901.12
30/01/2018,22:00,0100,697.04,1047.48,872.26,979.84
30/01/2018,23:00,0100,724.16,1078.35,901.26,934.71
31/01/2018,00:00,0100,716.79,1074.73,895.76,915.62
31/01/2018,01:00,0100,753.27,1114.96,934.12,861.59
31/01/2018,02:00,0100,738.90,1104.36,921.63,925.30
31/01/2018,03:00,0100,730.19,1099.40,914.80,828.60
31/01/2018,04:00,0100,684.10,1057.06,870.58,793.25
31/01/2018,05:00,0100,654.68,1031.39,843.03,761.17
31/01/2018,06:00,0100,589.49,969.96,779.72,638.99
31/01/2018,07:00,0100,415.20,799.42,607.31,602.33
31/01/2018,08:00,0100,280.10,668.07,474.08,421.32
31/01/2018,09:00,0100,119.76,511.49,315.63,228.97
31/01/2018,10:00,0100,0.10,395.59,197.84,139.47
31/01/2018,11:00,0100,0.00,331.13,131.50,110.02
31/01/2018,12:00,0100,0.00,268.72,67.23,105.30
31/01/2018,13:00,0100,0.00,268.57,65.20,122.88
31/01/2018,14:00,0100,0.00,298.93,93.67,148.57
31/01/2018,15:00,0100,0.00,362.31,155.18,212.89
31/01/2018,16:00,0100,18.65,436.66,227.66,334.18
31/01/2018,17:00,0100,123.94,545.71,334.82,433.77
31/01/2018,18:00,0100,238.26,663.78,451.02,494.60
31/01/2018,19:00,0100,325.53,754.80,540.16,651.36
31/01/2018,20:00,0100,287.78,720.81,504.29,738.15
31/01/2018,21:00,0100,423.09,859.87,641.48,791.14
31/01/2018,22:00,0100,546.31,986.85,766.58,742.84
31/01/2018,23:00,0100,561.11,1005.40,783.25,759.69
01/02/2018,00:00,0100,585.20,1033.25,809.22,676.44
01/02/2018,01:00,0100,548.02,999.82,773.92,624.38
01/02/2018,02:00,0100,491.82,947.37,719.60,574.52
01/02/2018,03:00,0100,432.43,891.74,662.09,487.08
01/02/2018,04:00,0100,326.74,789.80,558.27,417.81
01/02/2018,05:00,0100,324.18,791.00,557.59,312.64
01/02/2018,06:00,0100,311.54,782.11,546.83,218.36
01/02/2018,07:00,0100,267.19,741.52,504.36,83.29
01/02/2018,08:00,0100,147.09,625.18,386.13,32.33
01/02/2018,09:00,0100,17.67,499.50,258.59,34.63
01/02/2018,10:00,0100,0.00,392.54,149.75,64.18
01/02/2018,11:00,0100,0.00,368.94,124.27,92.22
01/02/2018,12:00,0100,0.00,331.63,85.08,105.90
01/02/2018,13:00,0100,0.00,314.75,66.32,114.44
01/02/2018,14:00,0100,0.00,317.85,67.55,133.22
01/02/2018,15:00,0100,0.00,323.86,71.68,132.34
01/02/2018,16:00,0100,0.00,328.99,74.93,131.94
01/02/2018,17:00,0100,0.00,349.95,94.01,163.68
01/02/2018,18:00,0100,0.00,379.96,122.14,205.63
01/02/2018,19:00,0100,0.00,371.63,111.94,259.70
01/02/2018,20:00,0100,0.00,388.85,127.28,372.53
01/02/2018,21:00,0100,39.22,566.11,302.67,456.07
