Objeto,Fecha Medida,Hora Medida,Valor 
BJACBG01EAS,11/10/2016,700,1.092
BJACBG01EAS,11/10/2016,800,9.196
BJACBG01EAS,11/10/2016,900,24.359
BJACBG01EAS,11/10/2016,1000,37.126
BJACBG01EAS,11/10/2016,1100,46.328
BJACBG01EAS,11/10/2016,1200,49.823
BJACBG01EAS,11/10/2016,1300,49.851
BJACBG01EAS,11/10/2016,1400,49.735
BJACBG01EAS,11/10/2016,1500,46.553
BJACBG01EAS,11/10/2016,1600,38.61
BJACBG01EAS,11/10/2016,1700,26.181
BJACBG01EAS,11/10/2016,1800,8.908
BJACBG01EAS,11/10/2016,1900,2.432
BJACBG01EAS,11/10/2016,2000,0
BJACBG01EAS,11/10/2016,2100,0
BJACBG01EAS,11/10/2016,2200,0
BJACBG01EAS,11/10/2016,2300,0
BJACBG01EAS,11/10/2016,2400,0
BJACBG01EAS,12/10/2016,100,0
BJACBG01EAS,12/10/2016,200,0
BJACBG01EAS,12/10/2016,300,0
BJACBG01EAS,12/10/2016,400,0
BJACBG01EAS,12/10/2016,500,0
BJACBG01EAS,12/10/2016,600,0
BJACBG01EAS,12/10/2016,700,0.483
BJACBG01EAS,12/10/2016,800,6.773
BJACBG01EAS,12/10/2016,900,22.573
BJACBG01EAS,12/10/2016,1000,30.821
BJACBG01EAS,12/10/2016,1100,4.279
BJACBG01EAS,12/10/2016,1200,4.807
BJACBG01EAS,12/10/2016,1300,3.848
BJACBG01EAS,12/10/2016,1400,0.292
BJACBG01EAS,12/10/2016,1500,0.865
BJACBG01EAS,12/10/2016,1600,3.697
BJACBG01EAS,12/10/2016,1700,3.154
BJACBG01EAS,12/10/2016,1800,2.568
BJACBG01EAS,12/10/2016,1900,0.239
BJACBG01EAS,12/10/2016,2000,0.009
BJACBG01EAS,12/10/2016,2100,0
BJACBG01EAS,12/10/2016,2200,0
BJACBG01EAS,12/10/2016,2300,0
BJACBG01EAS,12/10/2016,2400,0
BJACBG01EAS,13/10/2016,100,0
BJACBG01EAS,13/10/2016,200,0
BJACBG01EAS,13/10/2016,300,0
BJACBG01EAS,13/10/2016,400,0
BJACBG01EAS,13/10/2016,500,0
BJACBG01EAS,13/10/2016,600,0
BJACBG01EAS,13/10/2016,700,1.039
BJACBG01EAS,13/10/2016,800,8.119
BJACBG01EAS,13/10/2016,900,15.838
BJACBG01EAS,13/10/2016,1000,32.371
BJACBG01EAS,13/10/2016,1100,40.718
BJACBG01EAS,13/10/2016,1200,41.802
BJACBG01EAS,13/10/2016,1300,32.221
BJACBG01EAS,13/10/2016,1400,39.695
BJACBG01EAS,13/10/2016,1500,27.634
BJACBG01EAS,13/10/2016,1600,30.984
BJACBG01EAS,13/10/2016,1700,29.49
BJACBG01EAS,13/10/2016,1800,13.067
BJACBG01EAS,13/10/2016,1900,1.639
BJACBG01EAS,13/10/2016,2000,0
BJACBG01EAS,13/10/2016,2100,0
BJACBG01EAS,13/10/2016,2200,0
BJACBG01EAS,13/10/2016,2300,0
BJACBG01EAS,13/10/2016,2400,0
BJACBG01EAS,14/10/2016,100,0
BJACBG01EAS,14/10/2016,200,0
BJACBG01EAS,14/10/2016,300,0
BJACBG01EAS,14/10/2016,400,0
BJACBG01EAS,14/10/2016,500,0
BJACBG01EAS,14/10/2016,600,0
BJACBG01EAS,14/10/2016,700,0.739
BJACBG01EAS,14/10/2016,800,9.306
BJACBG01EAS,14/10/2016,900,24.472
BJACBG01EAS,14/10/2016,1000,37.443
BJACBG01EAS,14/10/2016,1100,46.32
BJACBG01EAS,14/10/2016,1200,49.859
BJACBG01EAS,14/10/2016,1300,49.857
BJACBG01EAS,14/10/2016,1400,49.872
BJACBG01EAS,14/10/2016,1500,47.138
BJACBG01EAS,14/10/2016,1600,38.953
BJACBG01EAS,14/10/2016,1700,27.317
BJACBG01EAS,14/10/2016,1800,11.24
BJACBG01EAS,14/10/2016,1900,1.642
BJACBG01EAS,14/10/2016,2000,0
BJACBG01EAS,14/10/2016,2100,0
BJACBG01EAS,14/10/2016,2200,0
BJACBG01EAS,14/10/2016,2300,0
BJACBG01EAS,14/10/2016,2400,0
BJACBG01EAS,15/10/2016,100,0
BJACBG01EAS,15/10/2016,200,0
BJACBG01EAS,15/10/2016,300,0
BJACBG01EAS,15/10/2016,400,0
BJACBG01EAS,15/10/2016,500,0
BJACBG01EAS,15/10/2016,600,0
BJACBG01EAS,15/10/2016,700,0.35
BJACBG01EAS,15/10/2016,800,0.705
BJACBG01EAS,15/10/2016,900,1.512
BJACBG01EAS,15/10/2016,1000,1.207
BJACBG01EAS,15/10/2016,1100,0.444
BJACBG01EAS,15/10/2016,1200,0.545
BJACBG01EAS,15/10/2016,1300,3.163
BJACBG01EAS,15/10/2016,1400,19.561
BJACBG01EAS,15/10/2016,1500,28.933
BJACBG01EAS,15/10/2016,1600,30.281
BJACBG01EAS,15/10/2016,1700,22.555
BJACBG01EAS,15/10/2016,1800,10.683
BJACBG01EAS,15/10/2016,1900,2.097
BJACBG01EAS,15/10/2016,2000,0
BJACBG01EAS,15/10/2016,2100,0
BJACBG01EAS,15/10/2016,2200,0
BJACBG01EAS,15/10/2016,2300,0
BJACBG01EAS,15/10/2016,2400,0
BJACBG01EAS,16/10/2016,100,0
BJACBG01EAS,16/10/2016,200,0
BJACBG01EAS,16/10/2016,300,0
BJACBG01EAS,16/10/2016,400,0
BJACBG01EAS,16/10/2016,500,0
BJACBG01EAS,16/10/2016,600,0
BJACBG01EAS,16/10/2016,700,0
BJACBG01EAS,16/10/2016,800,0
BJACBG01EAS,16/10/2016,900,1.403
BJACBG01EAS,16/10/2016,1000,0.989
BJACBG01EAS,16/10/2016,1100,1.613
BJACBG01EAS,16/10/2016,1200,9.986
BJACBG01EAS,16/10/2016,1300,49.604
BJACBG01EAS,16/10/2016,1400,46.83
BJACBG01EAS,16/10/2016,1500,37.091
BJACBG01EAS,16/10/2016,1600,29.271
BJACBG01EAS,16/10/2016,1700,24.418
BJACBG01EAS,16/10/2016,1800,13.512
BJACBG01EAS,16/10/2016,1900,2.283
BJACBG01EAS,16/10/2016,2000,0
BJACBG01EAS,16/10/2016,2100,0
BJACBG01EAS,16/10/2016,2200,0
BJACBG01EAS,16/10/2016,2300,0
BJACBG01EAS,16/10/2016,2400,0
BJACBG01EAS,17/10/2016,100,0
BJACBG01EAS,17/10/2016,200,0
BJACBG01EAS,17/10/2016,300,0
BJACBG01EAS,17/10/2016,400,0
BJACBG01EAS,17/10/2016,500,0
BJACBG01EAS,17/10/2016,600,0
BJACBG01EAS,17/10/2016,700,0
BJACBG01EAS,17/10/2016,800,0.123
BJACBG01EAS,17/10/2016,900,4.071
BJACBG01EAS,17/10/2016,1000,10.307
BJACBG01EAS,17/10/2016,1100,24.777
BJACBG01EAS,17/10/2016,1200,49.159
BJACBG01EAS,17/10/2016,1300,49.864
BJACBG01EAS,17/10/2016,1400,49.783
BJACBG01EAS,17/10/2016,1500,48.748
BJACBG01EAS,17/10/2016,1600,34.238
BJACBG01EAS,17/10/2016,1700,21.828
BJACBG01EAS,17/10/2016,1800,11.016
BJACBG01EAS,17/10/2016,1900,1.306
BJACBG01EAS,17/10/2016,2000,0
BJACBG01EAS,17/10/2016,2100,0
BJACBG01EAS,17/10/2016,2200,0
BJACBG01EAS,17/10/2016,2300,0
BJACBG01EAS,17/10/2016,2400,0
BJACBG01EAS,18/10/2016,100,0
BJACBG01EAS,18/10/2016,200,0
BJACBG01EAS,18/10/2016,300,0
BJACBG01EAS,18/10/2016,400,0
BJACBG01EAS,18/10/2016,500,0
BJACBG01EAS,18/10/2016,600,0
BJACBG01EAS,18/10/2016,700,0.075
BJACBG01EAS,18/10/2016,800,1.118
BJACBG01EAS,18/10/2016,900,1.164
BJACBG01EAS,18/10/2016,1000,1.173
BJACBG01EAS,18/10/2016,1100,8.166
BJACBG01EAS,18/10/2016,1200,12.312
BJACBG01EAS,18/10/2016,1300,18.055
BJACBG01EAS,18/10/2016,1400,17.624
BJACBG01EAS,18/10/2016,1500,12.247
BJACBG01EAS,18/10/2016,1600,8.544
BJACBG01EAS,18/10/2016,1700,6.06
BJACBG01EAS,18/10/2016,1800,2.55
BJACBG01EAS,18/10/2016,1900,0.141
BJACBG01EAS,18/10/2016,2000,0
BJACBG01EAS,18/10/2016,2100,0
BJACBG01EAS,18/10/2016,2200,0
BJACBG01EAS,18/10/2016,2300,0
BJACBG01EAS,18/10/2016,2400,0
BJACBG01EAS,19/10/2016,100,0
BJACBG01EAS,19/10/2016,200,0
BJACBG01EAS,19/10/2016,300,0
BJACBG01EAS,19/10/2016,400,0
BJACBG01EAS,19/10/2016,500,0
BJACBG01EAS,19/10/2016,600,0
BJACBG01EAS,19/10/2016,700,0.019
BJACBG01EAS,19/10/2016,800,2.47
BJACBG01EAS,19/10/2016,900,2.203
BJACBG01EAS,19/10/2016,1000,4.493
BJACBG01EAS,19/10/2016,1100,27.892
BJACBG01EAS,19/10/2016,1200,37.885
BJACBG01EAS,19/10/2016,1300,32.26
BJACBG01EAS,19/10/2016,1400,23.784
BJACBG01EAS,19/10/2016,1500,13.548
BJACBG01EAS,19/10/2016,1600,8.178
BJACBG01EAS,19/10/2016,1700,7.557
BJACBG01EAS,19/10/2016,1800,4.576
BJACBG01EAS,19/10/2016,1900,1.008
BJACBG01EAS,19/10/2016,2000,0
BJACBG01EAS,19/10/2016,2100,0
BJACBG01EAS,19/10/2016,2200,0
BJACBG01EAS,19/10/2016,2300,0
BJACBG01EAS,19/10/2016,2400,0
BJACBG01EAS,20/10/2016,100,0
BJACBG01EAS,20/10/2016,200,0
BJACBG01EAS,20/10/2016,300,0
BJACBG01EAS,20/10/2016,400,0
BJACBG01EAS,20/10/2016,500,0
BJACBG01EAS,20/10/2016,600,0
BJACBG01EAS,20/10/2016,700,0.573
BJACBG01EAS,20/10/2016,800,5.48
BJACBG01EAS,20/10/2016,900,7.594
BJACBG01EAS,20/10/2016,1000,17.063
BJACBG01EAS,20/10/2016,1100,26.117
BJACBG01EAS,20/10/2016,1200,32.143
BJACBG01EAS,20/10/2016,1300,33.303
BJACBG01EAS,20/10/2016,1400,31.498
BJACBG01EAS,20/10/2016,1500,18.896
BJACBG01EAS,20/10/2016,1600,14.324
BJACBG01EAS,20/10/2016,1700,9.225
BJACBG01EAS,20/10/2016,1800,5.888
BJACBG01EAS,20/10/2016,1900,1.833
BJACBG01EAS,20/10/2016,2000,0
BJACBG01EAS,20/10/2016,2100,0
BJACBG01EAS,20/10/2016,2200,0
BJACBG01EAS,20/10/2016,2300,0
BJACBG01EAS,20/10/2016,2400,0
BJACBG01EAS,21/10/2016,100,0
BJACBG01EAS,21/10/2016,200,0
BJACBG01EAS,21/10/2016,300,0
BJACBG01EAS,21/10/2016,400,0
BJACBG01EAS,21/10/2016,500,0
BJACBG01EAS,21/10/2016,600,0
BJACBG01EAS,21/10/2016,700,1.122
BJACBG01EAS,21/10/2016,800,10.512
BJACBG01EAS,21/10/2016,900,24.317
BJACBG01EAS,21/10/2016,1000,31.627
BJACBG01EAS,21/10/2016,1100,37.422
BJACBG01EAS,21/10/2016,1200,40.491
BJACBG01EAS,21/10/2016,1300,36.48
BJACBG01EAS,21/10/2016,1400,34.455
BJACBG01EAS,21/10/2016,1500,28.811
BJACBG01EAS,21/10/2016,1600,19.056
BJACBG01EAS,21/10/2016,1700,30.067
BJACBG01EAS,21/10/2016,1800,12.129
BJACBG01EAS,21/10/2016,1900,2.134
BJACBG01EAS,21/10/2016,2000,0.007
BJACBG01EAS,21/10/2016,2100,0
BJACBG01EAS,21/10/2016,2200,0
BJACBG01EAS,21/10/2016,2300,0
BJACBG01EAS,21/10/2016,2400,0
BJACBG01EAS,22/10/2016,100,0
BJACBG01EAS,22/10/2016,200,0
BJACBG01EAS,22/10/2016,300,0
BJACBG01EAS,22/10/2016,400,0
BJACBG01EAS,22/10/2016,500,0
BJACBG01EAS,22/10/2016,600,0
BJACBG01EAS,22/10/2016,700,1.137
BJACBG01EAS,22/10/2016,800,11.038
BJACBG01EAS,22/10/2016,900,26.838
BJACBG01EAS,22/10/2016,1000,39.907
BJACBG01EAS,22/10/2016,1100,43.25
BJACBG01EAS,22/10/2016,1200,44.205
BJACBG01EAS,22/10/2016,1300,47.326
BJACBG01EAS,22/10/2016,1400,41.756
BJACBG01EAS,22/10/2016,1500,41.777
BJACBG01EAS,22/10/2016,1600,40.415
BJACBG01EAS,22/10/2016,1700,28.474
BJACBG01EAS,22/10/2016,1800,14.739
BJACBG01EAS,22/10/2016,1900,2.242
BJACBG01EAS,22/10/2016,2000,0
BJACBG01EAS,22/10/2016,2100,0
BJACBG01EAS,22/10/2016,2200,0
BJACBG01EAS,22/10/2016,2300,0
BJACBG01EAS,22/10/2016,2400,0
BJACBG01EAS,23/10/2016,100,0
BJACBG01EAS,23/10/2016,200,0
BJACBG01EAS,23/10/2016,300,0
BJACBG01EAS,23/10/2016,400,0
BJACBG01EAS,23/10/2016,500,0
BJACBG01EAS,23/10/2016,600,0
BJACBG01EAS,23/10/2016,700,1.276
BJACBG01EAS,23/10/2016,800,7.577
BJACBG01EAS,23/10/2016,900,25.599
BJACBG01EAS,23/10/2016,1000,37.952
BJACBG01EAS,23/10/2016,1100,46.233
BJACBG01EAS,23/10/2016,1200,44.406
BJACBG01EAS,23/10/2016,1300,44.76
BJACBG01EAS,23/10/2016,1400,49.422
BJACBG01EAS,23/10/2016,1500,47.711
BJACBG01EAS,23/10/2016,1600,39.679
BJACBG01EAS,23/10/2016,1700,28.179
BJACBG01EAS,23/10/2016,1800,13.984
BJACBG01EAS,23/10/2016,1900,2.423
BJACBG01EAS,23/10/2016,2000,0.007
BJACBG01EAS,23/10/2016,2100,0
BJACBG01EAS,23/10/2016,2200,0
BJACBG01EAS,23/10/2016,2300,0
BJACBG01EAS,23/10/2016,2400,0
BJACBG01EAS,24/10/2016,100,0
BJACBG01EAS,24/10/2016,200,0
BJACBG01EAS,24/10/2016,300,0
BJACBG01EAS,24/10/2016,400,0
BJACBG01EAS,24/10/2016,500,0
BJACBG01EAS,24/10/2016,600,0
BJACBG01EAS,24/10/2016,700,0.153
BJACBG01EAS,24/10/2016,800,1.053
BJACBG01EAS,24/10/2016,900,1.945
BJACBG01EAS,24/10/2016,1000,2.225
BJACBG01EAS,24/10/2016,1100,2.421
BJACBG01EAS,24/10/2016,1200,3.006
BJACBG01EAS,24/10/2016,1300,2.67
BJACBG01EAS,24/10/2016,1400,2.162
BJACBG01EAS,24/10/2016,1500,3.081
BJACBG01EAS,24/10/2016,1600,2.9
BJACBG01EAS,24/10/2016,1700,2.879
BJACBG01EAS,24/10/2016,1800,3.668
BJACBG01EAS,24/10/2016,1900,1.998
BJACBG01EAS,24/10/2016,2000,0.042
BJACBG01EAS,24/10/2016,2100,0
BJACBG01EAS,24/10/2016,2200,0
BJACBG01EAS,24/10/2016,2300,0
BJACBG01EAS,24/10/2016,2400,0
BJACBG01EAS,25/10/2016,100,0
BJACBG01EAS,25/10/2016,200,0
BJACBG01EAS,25/10/2016,300,0
BJACBG01EAS,25/10/2016,400,0
BJACBG01EAS,25/10/2016,500,0
BJACBG01EAS,25/10/2016,600,0
BJACBG01EAS,25/10/2016,700,1.3
BJACBG01EAS,25/10/2016,800,2.825
BJACBG01EAS,25/10/2016,900,2.848
BJACBG01EAS,25/10/2016,1000,0.951
BJACBG01EAS,25/10/2016,1100,5.32
BJACBG01EAS,25/10/2016,1200,10.537
BJACBG01EAS,25/10/2016,1300,12.69
BJACBG01EAS,25/10/2016,1400,13.237
BJACBG01EAS,25/10/2016,1500,31.447
BJACBG01EAS,25/10/2016,1600,24.01
BJACBG01EAS,25/10/2016,1700,5.987
BJACBG01EAS,25/10/2016,1800,2.447
BJACBG01EAS,25/10/2016,1900,1.685
BJACBG01EAS,25/10/2016,2000,0
BJACBG01EAS,25/10/2016,2100,0
BJACBG01EAS,25/10/2016,2200,0
BJACBG01EAS,25/10/2016,2300,0
BJACBG01EAS,25/10/2016,2400,0
BJACBG01EAS,26/10/2016,100,0
BJACBG01EAS,26/10/2016,200,0
BJACBG01EAS,26/10/2016,300,0
BJACBG01EAS,26/10/2016,400,0
BJACBG01EAS,26/10/2016,500,0
BJACBG01EAS,26/10/2016,600,0
BJACBG01EAS,26/10/2016,700,0.646
BJACBG01EAS,26/10/2016,800,2.915
BJACBG01EAS,26/10/2016,900,4.424
BJACBG01EAS,26/10/2016,1000,8.157
BJACBG01EAS,26/10/2016,1100,12.64
BJACBG01EAS,26/10/2016,1200,15.115
BJACBG01EAS,26/10/2016,1300,12.716
BJACBG01EAS,26/10/2016,1400,21.146
BJACBG01EAS,26/10/2016,1500,13.184
BJACBG01EAS,26/10/2016,1600,24.023
BJACBG01EAS,26/10/2016,1700,13.551
BJACBG01EAS,26/10/2016,1800,4.865
BJACBG01EAS,26/10/2016,1900,0.974
BJACBG01EAS,26/10/2016,2000,0
BJACBG01EAS,26/10/2016,2100,0
BJACBG01EAS,26/10/2016,2200,0
BJACBG01EAS,26/10/2016,2300,0
BJACBG01EAS,26/10/2016,2400,0
BJACBG01EAS,27/10/2016,100,0
BJACBG01EAS,27/10/2016,200,0
BJACBG01EAS,27/10/2016,300,0
BJACBG01EAS,27/10/2016,400,0
BJACBG01EAS,27/10/2016,500,0
BJACBG01EAS,27/10/2016,600,0
BJACBG01EAS,27/10/2016,700,1.49
BJACBG01EAS,27/10/2016,800,10.41
BJACBG01EAS,27/10/2016,900,17.298
BJACBG01EAS,27/10/2016,1000,25.61
BJACBG01EAS,27/10/2016,1100,37.267
BJACBG01EAS,27/10/2016,1200,40.784
BJACBG01EAS,27/10/2016,1300,44.234
BJACBG01EAS,27/10/2016,1400,46.581
BJACBG01EAS,27/10/2016,1500,44.91
BJACBG01EAS,27/10/2016,1600,37.17
BJACBG01EAS,27/10/2016,1700,28.398
BJACBG01EAS,27/10/2016,1800,13.144
BJACBG01EAS,27/10/2016,1900,3.427
BJACBG01EAS,27/10/2016,2000,0.041
BJACBG01EAS,27/10/2016,2100,0
BJACBG01EAS,27/10/2016,2200,0
BJACBG01EAS,27/10/2016,2300,0
BJACBG01EAS,27/10/2016,2400,0
BJACBG01EAS,28/10/2016,100,0
BJACBG01EAS,28/10/2016,200,0
BJACBG01EAS,28/10/2016,300,0
BJACBG01EAS,28/10/2016,400,0
BJACBG01EAS,28/10/2016,500,0
BJACBG01EAS,28/10/2016,600,0
BJACBG01EAS,28/10/2016,700,1.607
BJACBG01EAS,28/10/2016,800,12.277
BJACBG01EAS,28/10/2016,900,28.568
BJACBG01EAS,28/10/2016,1000,41.802
BJACBG01EAS,28/10/2016,1100,49.261
BJACBG01EAS,28/10/2016,1200,49.853
BJACBG01EAS,28/10/2016,1300,49.853
BJACBG01EAS,28/10/2016,1400,49.85
BJACBG01EAS,28/10/2016,1500,49.223
BJACBG01EAS,28/10/2016,1600,42.098
BJACBG01EAS,28/10/2016,1700,30.281
BJACBG01EAS,28/10/2016,1800,15.288
BJACBG01EAS,28/10/2016,1900,2.908
BJACBG01EAS,28/10/2016,2000,0.033
BJACBG01EAS,28/10/2016,2100,0
BJACBG01EAS,28/10/2016,2200,0
BJACBG01EAS,28/10/2016,2300,0
BJACBG01EAS,28/10/2016,2400,0
BJACBG01EAS,29/10/2016,100,0
BJACBG01EAS,29/10/2016,200,0
BJACBG01EAS,29/10/2016,300,0
BJACBG01EAS,29/10/2016,400,0
BJACBG01EAS,29/10/2016,500,0
BJACBG01EAS,29/10/2016,600,0
BJACBG01EAS,29/10/2016,700,1.599
BJACBG01EAS,29/10/2016,800,11.884
BJACBG01EAS,29/10/2016,900,27.699
BJACBG01EAS,29/10/2016,1000,40.822
BJACBG01EAS,29/10/2016,1100,48.832
BJACBG01EAS,29/10/2016,1200,49.863
BJACBG01EAS,29/10/2016,1300,49.849
BJACBG01EAS,29/10/2016,1400,49.852
BJACBG01EAS,29/10/2016,1500,49.097
BJACBG01EAS,29/10/2016,1600,40.234
BJACBG01EAS,29/10/2016,1700,30.068
BJACBG01EAS,29/10/2016,1800,15.182
BJACBG01EAS,29/10/2016,1900,2.79
BJACBG01EAS,29/10/2016,2000,0.031
BJACBG01EAS,29/10/2016,2100,0
BJACBG01EAS,29/10/2016,2200,0
BJACBG01EAS,29/10/2016,2300,0
BJACBG01EAS,29/10/2016,2400,0
BJACBG01EAS,30/10/2016,100,0
BJACBG01EAS,30/10/2016,200,0
BJACBG01EAS,30/10/2016,300,0
BJACBG01EAS,30/10/2016,400,0
BJACBG01EAS,30/10/2016,500,0
BJACBG01EAS,30/10/2016,600,0
BJACBG01EAS,30/10/2016,700,1.546
BJACBG01EAS,30/10/2016,800,11.698
BJACBG01EAS,30/10/2016,900,27.126
BJACBG01EAS,30/10/2016,1000,39.025
BJACBG01EAS,30/10/2016,1100,47.544
BJACBG01EAS,30/10/2016,1200,49.853
BJACBG01EAS,30/10/2016,1300,49.854
BJACBG01EAS,30/10/2016,1400,49.795
BJACBG01EAS,30/10/2016,1500,47.914
BJACBG01EAS,30/10/2016,1600,40.04
BJACBG01EAS,30/10/2016,1700,28.621
BJACBG01EAS,30/10/2016,1800,14.357
BJACBG01EAS,30/10/2016,1900,2.675
BJACBG01EAS,30/10/2016,2000,0.045
BJACBG01EAS,30/10/2016,2100,0
BJACBG01EAS,30/10/2016,2200,0
BJACBG01EAS,30/10/2016,2300,0
BJACBG01EAS,30/10/2016,2400,0
BJACBG01EAS,31/10/2016,100,0
BJACBG01EAS,31/10/2016,200,0
BJACBG01EAS,31/10/2016,300,0
BJACBG01EAS,31/10/2016,400,0
BJACBG01EAS,31/10/2016,500,0
BJACBG01EAS,31/10/2016,600,0
BJACBG01EAS,31/10/2016,700,1.334
BJACBG01EAS,31/10/2016,800,10.698
BJACBG01EAS,31/10/2016,900,24.603
BJACBG01EAS,31/10/2016,1000,36.616
BJACBG01EAS,31/10/2016,1100,44.916
BJACBG01EAS,31/10/2016,1200,49.492
BJACBG01EAS,31/10/2016,1300,49.372
BJACBG01EAS,31/10/2016,1400,47.594
BJACBG01EAS,31/10/2016,1500,43.969
BJACBG01EAS,31/10/2016,1600,36.961
BJACBG01EAS,31/10/2016,1700,25.657
BJACBG01EAS,31/10/2016,1800,12.612
BJACBG01EAS,31/10/2016,1900,2.589
BJACBG01EAS,31/10/2016,2000,0.03
BJACBG01EAS,31/10/2016,2100,0
BJACBG01EAS,31/10/2016,2200,0
BJACBG01EAS,31/10/2016,2300,0
BJACBG01EAS,31/10/2016,2400,0
BJACBG01EAS,01/11/2016,100,0
BJACBG01EAS,01/11/2016,200,0
BJACBG01EAS,01/11/2016,300,0
BJACBG01EAS,01/11/2016,400,0
BJACBG01EAS,01/11/2016,500,0
BJACBG01EAS,01/11/2016,600,0
BJACBG01EAS,01/11/2016,700,0
BJACBG01EAS,01/11/2016,800,0
BJACBG01EAS,01/11/2016,900,1.439
BJACBG01EAS,01/11/2016,1000,0.225
BJACBG01EAS,01/11/2016,1100,1.446
BJACBG01EAS,01/11/2016,1200,15.945
BJACBG01EAS,01/11/2016,1300,0.529
BJACBG01EAS,01/11/2016,1400,0.386
BJACBG01EAS,01/11/2016,1500,0.001
BJACBG01EAS,01/11/2016,1600,0.039
BJACBG01EAS,01/11/2016,1700,0.19
BJACBG01EAS,01/11/2016,1800,0.622
BJACBG01EAS,01/11/2016,1900,0.016
BJACBG01EAS,01/11/2016,2000,0
BJACBG01EAS,01/11/2016,2100,0
BJACBG01EAS,01/11/2016,2200,0
BJACBG01EAS,01/11/2016,2300,0
BJACBG01EAS,01/11/2016,2400,0
BJACBG01EAS,02/11/2016,100,0
BJACBG01EAS,02/11/2016,200,0
BJACBG01EAS,02/11/2016,300,0
BJACBG01EAS,02/11/2016,400,0
BJACBG01EAS,02/11/2016,500,0
BJACBG01EAS,02/11/2016,600,0
BJACBG01EAS,02/11/2016,700,1.453
BJACBG01EAS,02/11/2016,800,11.549
BJACBG01EAS,02/11/2016,900,27.336
BJACBG01EAS,02/11/2016,1000,42.111
BJACBG01EAS,02/11/2016,1100,48.015
BJACBG01EAS,02/11/2016,1200,48.828
BJACBG01EAS,02/11/2016,1300,48.605
BJACBG01EAS,02/11/2016,1400,49.216
BJACBG01EAS,02/11/2016,1500,49.608
BJACBG01EAS,02/11/2016,1600,43.362
BJACBG01EAS,02/11/2016,1700,29.973
BJACBG01EAS,02/11/2016,1800,14.472
BJACBG01EAS,02/11/2016,1900,3.233
BJACBG01EAS,02/11/2016,2000,0.063
BJACBG01EAS,02/11/2016,2100,0
BJACBG01EAS,02/11/2016,2200,0
BJACBG01EAS,02/11/2016,2300,0
BJACBG01EAS,02/11/2016,2400,0
BJACBG01EAS,03/11/2016,100,0
BJACBG01EAS,03/11/2016,200,0
BJACBG01EAS,03/11/2016,300,0
BJACBG01EAS,03/11/2016,400,0
BJACBG01EAS,03/11/2016,500,0
BJACBG01EAS,03/11/2016,600,0.001
BJACBG01EAS,03/11/2016,700,1.632
BJACBG01EAS,03/11/2016,800,11.982
BJACBG01EAS,03/11/2016,900,27.489
BJACBG01EAS,03/11/2016,1000,39.807
BJACBG01EAS,03/11/2016,1100,47.892
BJACBG01EAS,03/11/2016,1200,49.851
BJACBG01EAS,03/11/2016,1300,49.85
BJACBG01EAS,03/11/2016,1400,49.852
BJACBG01EAS,03/11/2016,1500,48.707
BJACBG01EAS,03/11/2016,1600,41.167
BJACBG01EAS,03/11/2016,1700,29.394
BJACBG01EAS,03/11/2016,1800,15.07
BJACBG01EAS,03/11/2016,1900,2.843
BJACBG01EAS,03/11/2016,2000,0.041
BJACBG01EAS,03/11/2016,2100,0
BJACBG01EAS,03/11/2016,2200,0
BJACBG01EAS,03/11/2016,2300,0
BJACBG01EAS,03/11/2016,2400,0
BJACBG01EAS,04/11/2016,100,0
BJACBG01EAS,04/11/2016,200,0
BJACBG01EAS,04/11/2016,300,0
BJACBG01EAS,04/11/2016,400,0
BJACBG01EAS,04/11/2016,500,0
BJACBG01EAS,04/11/2016,600,0
BJACBG01EAS,04/11/2016,700,1.583
BJACBG01EAS,04/11/2016,800,11.377
BJACBG01EAS,04/11/2016,900,26.461
BJACBG01EAS,04/11/2016,1000,38.507
BJACBG01EAS,04/11/2016,1100,46.637
BJACBG01EAS,04/11/2016,1200,49.867
BJACBG01EAS,04/11/2016,1300,49.852
BJACBG01EAS,04/11/2016,1400,49.849
BJACBG01EAS,04/11/2016,1500,46.781
BJACBG01EAS,04/11/2016,1600,38.875
BJACBG01EAS,04/11/2016,1700,28.115
BJACBG01EAS,04/11/2016,1800,14.245
BJACBG01EAS,04/11/2016,1900,2.827
BJACBG01EAS,04/11/2016,2000,0.06
BJACBG01EAS,04/11/2016,2100,0
BJACBG01EAS,04/11/2016,2200,0
BJACBG01EAS,04/11/2016,2300,0
BJACBG01EAS,04/11/2016,2400,0
BJACBG01EAS,05/11/2016,100,0
BJACBG01EAS,05/11/2016,200,0
BJACBG01EAS,05/11/2016,300,0
BJACBG01EAS,05/11/2016,400,0
BJACBG01EAS,05/11/2016,500,0
BJACBG01EAS,05/11/2016,600,0.004
BJACBG01EAS,05/11/2016,700,1.664
BJACBG01EAS,05/11/2016,800,11.716
BJACBG01EAS,05/11/2016,900,26.304
BJACBG01EAS,05/11/2016,1000,38.195
BJACBG01EAS,05/11/2016,1100,46.388
BJACBG01EAS,05/11/2016,1200,49.853
BJACBG01EAS,05/11/2016,1300,49.857
BJACBG01EAS,05/11/2016,1400,49.862
BJACBG01EAS,05/11/2016,1500,45.793
BJACBG01EAS,05/11/2016,1600,39.195
BJACBG01EAS,05/11/2016,1700,28.629
BJACBG01EAS,05/11/2016,1800,14.625
BJACBG01EAS,05/11/2016,1900,2.786
